Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET
2018-9-17,Fradique Coutinho,-23.5661,-46.6841,36203,23,45,2,7,33,31,3,41,NORMAL
2019-9-25,Fradique Coutinho,-23.5661,-46.6841,33064,12,13,56,24,35,3,43,36,NORMAL
2018-11-22,Tamanduateí,-23.59290,-46.5897,52238,73,38,47,24,23,40,28,20,NORMAL
2018-12-21,Tamanduateí,-23.59290,-46.5897,49553,57,11,36,21,26,22,39,30,NORMAL
2019-5-9,Tamanduateí,-23.59290,-46.5897,53382,48,15,44,38,3,26,43,12,REABASTECER
2019-7-25,Tamanduateí,-23.59290,-46.5897,50135,86,6,20,19,7,16,29,18,NORMAL
2019-11-2,Tamanduateí,-23.59290,-46.5897,50162,8,33,55,39,28,40,6,38,REABASTECER
2019-11-19,Tamanduateí,-23.59290,-46.5897,51259,10,62,13,32,37,32,28,19,NORMAL
2019-2-9,Tamanduateí,-23.59290,-46.5897,51921,12,56,19,37,25,17,19,18,NORMAL
2018-1-17,Sé,-23.55,-46.6333,191795,10,42,16,33,23,35,27,26,REABASTECER
2018-3-8,Pinheiros,-23.5664,-46.703,77974,20,46,60,43,39,18,23,5,NORMAL
2018-4-2,Pinheiros,-23.5664,-46.703,78222,45,33,30,10,25,34,8,43,NORMAL
2019-2-1,Pinheiros,-23.5664,-46.703,77698,37,27,29,19,6,10,28,22,REABASTECER
2019-3-12,Pinheiros,-23.5664,-46.703,79432,78,53,21,40,38,9,41,41,NORMAL
2018-7-24,Pinheiros,-23.5664,-46.703,77022,86,13,3,14,7,20,3,22,NORMAL
2018-8-3,Trianon-Masp,-23.5634,-46.6544,45554,11,27,16,24,17,21,38,36,REABASTECER
2019-4-28,Pinheiros,-23.5664,-46.703,79279,65,56,6,32,26,35,37,31,NORMAL
2019-6-6,Pinheiros,-23.5664,-46.703,79833,24,41,2,9,15,8,6,6,NORMAL
2018-9-15,Trianon-Masp,-23.5634,-46.6544,44363,24,35,47,20,27,14,36,32,NORMAL
2019-3-28,Pinheiros,-23.5664,-46.703,78581,21,29,27,37,12,37,17,25,NORMAL
2019-6-25,Trianon-Masp,-23.5634,-46.6544,43513,54,48,20,29,35,43,32,43,NORMAL
2018-6-2,Butantã,-23.5844,-46.7252,66046,86,46,35,18,40,25,43,35,NORMAL
2018-9-22,Butantã,-23.5844,-46.7252,67493,86,11,39,6,35,20,29,27,NORMAL
2018-1-24,Consolação,-23.5581,-46.6606,112785,35,45,32,17,36,27,21,39,NORMAL
2018-4-22,Consolação,-23.5581,-46.6606,111808,20,14,27,42,25,34,10,7,NORMAL
2018-5-16,Butantã,-23.5844,-46.7252,65275,67,24,15,26,20,37,23,14,NORMAL
2018-6-19,Butantã,-23.5844,-46.7252,66001,6,13,48,9,22,9,3,5,REABASTECER
2018-6-6,Consolação,-23.5581,-46.6606,113319,18,6,31,8,33,7,9,43,REABASTECER
2019-4-15,Butantã,-23.5844,-46.7252,65991,21,42,6,40,21,14,18,36,NORMAL
2019-7-20,Butantã,-23.5844,-46.7252,67887,63,29,55,8,30,41,14,37,NORMAL
2018-11-10,Butantã,-23.5844,-46.7252,65415,44,32,22,19,24,37,10,31,NORMAL
2019-3-8,Butantã,-23.5844,-46.7252,65507,30,63,4,14,43,31,38,9,REABASTECER
2018-1-14,Fradique Coutinho,-23.5661,-46.6841,33672,54,49,41,8,32,38,30,39,NORMAL
2019-5-3,Butantã,-23.5844,-46.7252,67790,27,54,13,25,36,12,21,12,NORMAL
2019-5-15,Butantã,-23.5844,-46.7252,64478,86,34,45,36,37,28,13,4,REABASTECER
2019-5-30,Consolação,-23.5581,-46.6606,112721,30,55,65,19,43,11,27,16,NORMAL
2019-6-8,Consolação,-23.5581,-46.6606,115050,38,12,13,39,11,21,34,22,NORMAL
2019-8-30,Consolação,-23.5581,-46.6606,111685,7,61,53,12,10,36,28,37,REABASTECER
2018-6-23,Fradique Coutinho,-23.5661,-46.6841,34192,42,65,47,43,30,33,12,31,NORMAL
2019-10-4,Consolação,-23.5581,-46.6606,112458,20,40,6,15,38,25,15,26,REABASTECER
2018-11-10,Fradique Coutinho,-23.5661,-46.6841,33242,32,11,31,15,33,32,13,14,NORMAL
2018-2-25,Tamanduateí,-23.59290,-46.5897,49817,9,12,21,15,43,40,20,43,REABASTECER
2018-4-1,Tamanduateí,-23.59290,-46.5897,51939,13,51,42,10,27,36,5,26,REABASTECER
2018-7-24,Fradique Coutinho,-23.5661,-46.6841,36442,2,21,37,37,33,32,10,27,REABASTECER
2018-6-22,Tamanduateí,-23.59290,-46.5897,50776,35,3,8,20,39,43,15,5,NORMAL
2018-9-28,Tamanduateí,-23.59290,-46.5897,52533,86,13,38,12,20,32,27,10,NORMAL
2018-11-20,Tamanduateí,-23.59290,-46.5897,50545,7,47,65,31,31,43,33,28,NORMAL
2018-11-23,Tamanduateí,-23.59290,-46.5897,53151,62,36,38,23,19,40,22,18,NORMAL
2019-8-13,Tatuapé,-23.5402,-46.5765,67069,8,5,43,26,25,38,22,12,NORMAL
2018-6-19,República,-23.5436,-46.6434,107943,86,5,44,31,19,12,43,16,REABASTECER
2019-6-25,Eucaliptos,-23.61,-46.6686,22837,65,56,61,43,43,25,25,23,NORMAL
2018-1-5,República,-23.5436,-46.6434,109010,50,37,39,28,28,31,27,27,NORMAL
2019-9-12,Eucaliptos,-23.61,-46.6686,21626,28,24,58,9,15,13,12,12,NORMAL
2018-5-2,República,-23.5436,-46.6434,108752,31,15,42,10,30,15,43,33,NORMAL
2019-12-20,Eucaliptos,-23.61,-46.6686,24853,53,65,46,42,8,9,35,23,NORMAL
2018-3-3,Moema,-23.5489,-46.6388,16995,86,29,8,35,8,5,43,3,REABASTECER
2019-11-15,República,-23.5436,-46.6434,111009,45,51,20,31,37,31,25,16,NORMAL
2019-7-4,República,-23.5436,-46.6434,110123,32,14,53,18,16,32,33,14,NORMAL
2019-11-23,Hospital São Paulo,-23.5984,-46.6455,26030,27,54,41,20,41,8,9,38,NORMAL
2019-10-26,República,-23.5436,-46.6434,107950,52,21,29,3,23,31,16,21,NORMAL
2019-12-30,Hospital São Paulo,-23.5984,-46.6455,26759,9,42,56,22,8,10,35,26,NORMAL
2018-7-22,Higienópolis-Mackenzie,-23.5488,-46.6519,92205,62,57,61,31,43,19,43,35,NORMAL
2018-1-3,Higienópolis-Mackenzie,-23.5488,-46.6519,93088,67,49,48,40,35,39,38,36,NORMAL
2018-9-11,Higienópolis-Mackenzie,-23.5488,-46.6519,89949,12,10,51,28,26,30,24,10,REABASTECER
2019-1-24,Higienópolis-Mackenzie,-23.5488,-46.6519,92150,12,32,44,25,20,32,43,13,NORMAL
2018-8-1,Higienópolis-Mackenzie,-23.5488,-46.6519,91066,53,59,65,13,9,34,9,43,NORMAL
2018-9-14,Paraíso,-23.57677,-46.63933,73415,13,31,20,30,41,18,27,15,NORMAL
2018-9-28,Higienópolis-Mackenzie,-23.5488,-46.6519,91385,10,46,60,9,40,5,43,31,REABASTECER
2018-10-24,Higienópolis-Mackenzie,-23.5488,-46.6519,91933,7,16,3,18,23,9,23,21,REABASTECER
2019-1-10,Paraíso,-23.57677,-46.63933,71546,73,59,7,34,10,13,39,11,REABASTECER
2019-8-21,Higienópolis-Mackenzie,-23.5488,-46.6519,91884,34,2,58,38,29,29,14,43,REABASTECER
2019-1-16,Higienópolis-Mackenzie,-23.5488,-46.6519,91425,10,11,31,14,14,17,33,40,NORMAL
2018-2-28,Faria Lima,-23.5675,-46.6929,53276,54,1,65,33,16,40,21,43,REABASTECER
2019-8-7,Paraíso,-23.57677,-46.63933,71853,56,58,34,43,21,43,5,28,NORMAL
2019-8-2,Higienópolis-Mackenzie,-23.5488,-46.6519,93319,55,16,49,41,25,43,12,35,NORMAL
2019-12-28,Paraíso,-23.57677,-46.63933,73271,47,61,21,31,25,43,41,15,NORMAL
2018-1-11,Faria Lima,-23.5675,-46.6929,51108,76,9,58,10,43,9,4,5,NORMAL
2019-1-9,Faria Lima,-23.5675,-46.6929,54946,86,29,52,33,40,11,15,32,NORMAL
2018-6-13,Faria Lima,-23.5675,-46.6929,52877,79,51,35,6,15,22,36,43,REABASTECER
2019-2-20,Faria Lima,-23.5675,-46.6929,52384,30,51,9,15,43,32,20,43,NORMAL
2018-6-15,Faria Lima,-23.5675,-46.6929,52882,55,36,23,42,7,12,28,31,NORMAL
2018-6-25,Faria Lima,-23.5675,-46.6929,54142,53,44,22,15,11,31,35,35,NORMAL
2018-6-29,Faria Lima,-23.5675,-46.6929,52882,22,28,61,7,37,21,17,19,NORMAL
2018-7-26,Brigadeiro,-23.5683,-46.6482,47572,64,65,43,40,43,24,28,43,NORMAL
2019-4-14,Faria Lima,-23.5675,-46.6929,54843,39,48,25,35,38,29,28,15,NORMAL
2019-7-11,Faria Lima,-23.5675,-46.6929,52643,79,11,29,43,34,12,41,5,REABASTECER
2018-11-29,Faria Lima,-23.5675,-46.6929,53607,33,4,65,33,26,38,43,21,NORMAL
2018-4-7,Pinheiros,-23.5664,-46.703,78459,86,59,57,30,7,26,35,21,NORMAL
2019-10-3,Brigadeiro,-23.5683,-46.6482,48472,74,51,35,37,19,17,43,19,NORMAL
2019-10-3,Faria Lima,-23.5675,-46.6929,54993,54,45,24,31,3,39,25,6,REABASTECER
2018-10-26,Pinheiros,-23.5664,-46.703,77306,27,9,40,19,34,14,5,43,NORMAL
2018-2-28,Pinheiros,-23.5664,-46.703,76126,28,44,65,37,30,5,13,6,REABASTECER
2018-3-17,Trianon-Masp,-23.5634,-46.6544,44327,47,38,65,30,1,17,34,31,REABASTECER
2019-7-10,Pinheiros,-23.5664,-46.703,76059,34,37,28,32,31,41,6,43,REABASTECER
2018-11-13,Pinheiros,-23.5664,-46.703,78746,31,30,55,18,6,41,26,15,REABASTECER
2019-3-24,Trianon-Masp,-23.5634,-46.6544,42427,59,24,8,34,16,39,8,34,REABASTECER
2019-4-9,Trianon-Masp,-23.5634,-46.6544,41941,86,65,51,21,6,33,35,9,NORMAL
2019-5-20,Trianon-Masp,-23.5634,-46.6544,44439,55,25,5,18,3,23,39,10,REABASTECER
2019-6-3,Pinheiros,-23.5664,-46.703,77345,52,53,25,18,25,20,21,15,NORMAL
2019-6-13,Pinheiros,-23.5664,-46.703,76122,47,11,14,33,27,19,17,18,NORMAL
2019-7-23,Pinheiros,-23.5664,-46.703,78648,86,19,1,24,23,43,30,37,REABASTECER
2018-5-11,Butantã,-23.5844,-46.7252,65829,29,50,56,4,43,16,43,32,REABASTECER
2019-8-26,Pinheiros,-23.5664,-46.703,76421,37,9,32,43,24,9,38,32,NORMAL
2019-11-20,Pinheiros,-23.5664,-46.703,78322,45,14,52,28,12,17,8,28,NORMAL
2018-1-8,Butantã,-23.5844,-46.7252,64712,5,14,10,28,12,34,12,17,NORMAL
2018-2-13,Consolação,-23.5581,-46.6606,112197,22,50,30,13,4,43,32,15,NORMAL
2018-3-20,Butantã,-23.5844,-46.7252,67682,86,47,44,31,38,25,21,23,NORMAL
2018-4-1,Butantã,-23.5844,-46.7252,67445,73,30,22,42,37,38,27,14,NORMAL
2018-3-22,Consolação,-23.5581,-46.6606,112678,62,18,40,21,26,10,40,43,NORMAL
2019-4-18,Butantã,-23.5844,-46.7252,67222,86,16,52,26,10,7,4,27,REABASTECER
2019-10-18,Butantã,-23.5844,-46.7252,65869,71,43,30,28,36,43,9,33,NORMAL
2019-2-10,Butantã,-23.5844,-46.7252,64460,29,27,50,18,36,34,12,35,NORMAL
2019-11-7,Butantã,-23.5844,-46.7252,67272,55,2,30,28,43,21,9,37,REABASTECER
2018-1-13,Fradique Coutinho,-23.5661,-46.6841,36826,66,55,45,11,35,43,35,43,NORMAL
2019-1-27,São Judas,-23.6255,-46.6411,17498,76,65,31,18,5,17,32,43,NORMAL
2019-2-16,São Judas,-23.6255,-46.6411,16155,65,12,36,31,10,38,6,12,NORMAL
2018-1-18,Sé,-23.55,-46.6333,191411,86,32,12,27,18,31,23,21,NORMAL
2019-3-22,São Judas,-23.6255,-46.6411,13831,55,44,47,34,30,32,20,6,REABASTECER
2018-5-20,Pinheiros,-23.5664,-46.703,79395,9,16,25,25,28,27,33,23,REABASTECER
2018-2-5,Pinheiros,-23.5664,-46.703,79193,86,55,28,28,40,31,24,11,NORMAL
2018-2-23,Trianon-Masp,-23.5634,-46.6544,45745,13,65,28,13,12,6,43,7,REABASTECER
2018-7-27,Pinheiros,-23.5664,-46.703,79713,55,65,53,43,38,6,32,9,REABASTECER
2018-8-8,Trianon-Masp,-23.5634,-46.6544,44628,48,56,46,5,41,11,16,17,REABASTECER
2018-8-28,Trianon-Masp,-23.5634,-46.6544,42144,32,8,37,28,6,37,14,19,NORMAL
2018-9-4,Trianon-Masp,-23.5634,-46.6544,44966,53,38,56,7,25,20,32,37,NORMAL
2019-5-27,Pinheiros,-23.5664,-46.703,78249,32,30,65,31,2,35,43,38,REABASTECER
2018-12-3,Trianon-Masp,-23.5634,-46.6544,43758,35,41,48,42,41,38,43,43,NORMAL
2018-12-20,Pinheiros,-23.5664,-46.703,78616,16,13,42,20,36,43,16,28,NORMAL
2018-12-11,Trianon-Masp,-23.5634,-46.6544,44463,43,60,57,20,8,13,11,7,NORMAL
2018-12-13,Trianon-Masp,-23.5634,-46.6544,43730,22,45,39,16,43,8,6,43,REABASTECER
2019-1-30,Pinheiros,-23.5664,-46.703,76982,46,37,39,24,10,14,33,26,NORMAL
2019-3-2,Trianon-Masp,-23.5634,-46.6544,43893,12,26,16,34,28,19,3,39,REABASTECER
2019-12-18,Pinheiros,-23.5664,-46.703,79178,28,42,41,38,19,9,15,29,NORMAL
2019-6-4,Pinheiros,-23.5664,-46.703,78724,45,48,16,16,21,14,17,11,NORMAL
2018-1-20,Butantã,-23.5844,-46.7252,64047,57,3,65,30,6,29,14,13,NORMAL
2018-2-15,Butantã,-23.5844,-46.7252,65134,3,63,18,43,13,16,6,37,NORMAL
2018-12-9,Butantã,-23.5844,-46.7252,66572,29,49,14,34,28,37,22,43,NORMAL
2019-1-13,Butantã,-23.5844,-46.7252,64778,36,58,39,11,16,23,21,24,NORMAL
2019-1-27,Butantã,-23.5844,-46.7252,67529,70,47,65,11,5,20,12,9,REABASTECER
2019-3-26,Butantã,-23.5844,-46.7252,67194,43,15,65,5,12,23,10,27,NORMAL
2018-7-12,Butantã,-23.5844,-46.7252,65816,40,65,35,21,14,31,43,43,NORMAL
2018-7-13,Butantã,-23.5844,-46.7252,67894,32,63,29,16,9,31,39,37,NORMAL
2018-8-17,Butantã,-23.5844,-46.7252,67005,69,2,56,31,4,42,14,33,NORMAL
2018-9-7,Butantã,-23.5844,-46.7252,66686,64,21,2,12,8,27,11,43,REABASTECER
2019-10-30,Butantã,-23.5844,-46.7252,66893,38,50,13,36,29,43,43,28,NORMAL
2019-4-18,Consolação,-23.5581,-46.6606,112363,20,45,59,6,5,9,29,13,REABASTECER
2019-5-14,Butantã,-23.5844,-46.7252,65341,12,42,55,38,43,33,18,8,REABASTECER
2019-8-12,Butantã,-23.5844,-46.7252,64264,19,32,22,28,25,4,14,37,NORMAL
2018-2-12,Fradique Coutinho,-23.5661,-46.6841,33893,31,5,40,34,12,16,43,20,REABASTECER
2019-1-21,Fradique Coutinho,-23.5661,-46.6841,36604,79,13,47,20,21,9,30,14,NORMAL
2018-7-11,Tamanduateí,-23.59290,-46.5897,49846,86,2,13,10,4,11,10,12,NORMAL
2018-8-3,Tamanduateí,-23.59290,-46.5897,52326,25,63,49,27,35,34,43,8,NORMAL
2018-10-26,Tamanduateí,-23.59290,-46.5897,52054,63,51,46,27,38,26,43,38,NORMAL
2019-2-7,Fradique Coutinho,-23.5661,-46.6841,33222,86,61,3,14,43,6,14,31,NORMAL
2019-12-11,Fradique Coutinho,-23.5661,-46.6841,34820,26,28,59,43,14,23,9,41,NORMAL
2019-11-20,Faria Lima,-23.5675,-46.6929,53308,67,14,45,13,24,16,43,28,NORMAL
2019-3-30,Faria Lima,-23.5675,-46.6929,51484,77,6,65,43,11,41,37,23,REABASTECER
2019-10-10,Faria Lima,-23.5675,-46.6929,52108,77,65,47,14,16,12,33,22,NORMAL
2018-8-22,Pinheiros,-23.5664,-46.703,77724,66,33,6,16,23,10,20,32,NORMAL
2018-4-10,Trianon-Masp,-23.5634,-46.6544,42426,63,23,31,7,15,12,30,20,NORMAL
2019-2-25,Pinheiros,-23.5664,-46.703,78662,76,20,65,24,26,25,20,14,NORMAL
2018-9-3,Trianon-Masp,-23.5634,-46.6544,42974,64,40,65,12,29,20,35,43,NORMAL
2019-6-4,Pinheiros,-23.5664,-46.703,78724,45,48,16,16,21,14,17,11,NORMAL
2019-1-6,Trianon-Masp,-23.5634,-46.6544,43290,57,42,16,28,28,28,5,40,REABASTECER
2019-2-18,Pinheiros,-23.5664,-46.703,79941,53,57,47,43,11,5,2,43,REABASTECER
2019-4-8,Trianon-Masp,-23.5634,-46.6544,43770,12,7,58,27,9,35,38,14,REABASTECER
2019-5-3,Trianon-Masp,-23.5634,-46.6544,44790,27,25,6,28,29,43,21,36,NORMAL
2019-5-22,Pinheiros,-23.5664,-46.703,79094,86,56,35,43,23,12,22,13,NORMAL
2019-9-6,Trianon-Masp,-23.5634,-46.6544,45697,43,19,55,33,43,39,43,43,NORMAL
2018-11-14,Butantã,-23.5844,-46.7252,65598,5,65,57,7,8,27,41,18,NORMAL
2018-3-22,Butantã,-23.5844,-46.7252,66678,70,36,28,22,31,18,13,15,NORMAL
2018-3-16,Consolação,-23.5581,-46.6606,114108,42,56,12,32,3,28,18,27,REABASTECER
2018-12-30,Butantã,-23.5844,-46.7252,66377,86,61,65,13,29,8,29,31,NORMAL
2018-8-19,Consolação,-23.5581,-46.6606,111777,86,57,44,25,8,34,17,16,NORMAL
2019-9-6,Butantã,-23.5844,-46.7252,65869,42,33,49,12,6,18,2,28,REABASTECER
2018-12-19,Butantã,-23.5844,-46.7252,66159,22,51,9,4,30,43,24,35,REABASTECER
2019-1-28,Consolação,-23.5581,-46.6606,112720,5,32,31,37,43,8,30,21,REABASTECER
2018-1-26,Fradique Coutinho,-23.5661,-46.6841,36548,18,35,17,7,29,39,22,32,NORMAL
2018-2-15,Fradique Coutinho,-23.5661,-46.6841,34449,3,59,21,28,38,2,36,8,REABASTECER
2018-5-11,Fradique Coutinho,-23.5661,-46.6841,34689,16,21,65,43,19,15,26,36,NORMAL
2018-5-29,Fradique Coutinho,-23.5661,-46.6841,34019,17,23,5,27,38,12,29,43,REABASTECER
2018-9-12,Fradique Coutinho,-23.5661,-46.6841,33953,74,65,36,18,9,42,24,17,NORMAL
2018-2-19,Tamanduateí,-23.59290,-46.5897,50734,66,42,65,35,23,18,3,24,NORMAL
2018-4-5,Tamanduateí,-23.59290,-46.5897,52187,69,24,9,41,10,24,35,10,REABASTECER
2018-5-24,Fradique Coutinho,-23.5661,-46.6841,36369,72,59,41,37,15,27,11,19,NORMAL
2018-6-2,Fradique Coutinho,-23.5661,-46.6841,36868,73,65,56,22,28,43,19,28,NORMAL
2018-5-30,Tamanduateí,-23.59290,-46.5897,53121,69,52,31,37,43,21,21,10,NORMAL
2018-6-26,Tamanduateí,-23.59290,-46.5897,49688,74,42,45,6,25,32,40,28,REABASTECER
2018-8-7,Fradique Coutinho,-23.5661,-46.6841,33797,63,13,20,31,15,32,43,22,NORMAL
2019-7-19,Fradique Coutinho,-23.5661,-46.6841,33380,46,32,34,43,39,34,5,21,REABASTECER
2019-7-25,Fradique Coutinho,-23.5661,-46.6841,36480,60,61,65,21,17,15,19,43,NORMAL
2018-10-11,Tamanduateí,-23.59290,-46.5897,53046,35,6,16,23,14,29,18,12,NORMAL
2018-11-27,Brooklin,-23.6263,-46.6878,27716,60,58,23,15,43,3,21,9,REABASTECER
2019-12-27,Brás,-23.5451,-46.6162,71439,11,16,65,5,37,5,25,29,NORMAL
2018-1-20,Barra Funda,-23.5542,-46.6707,147843,66,24,9,39,6,18,17,12,REABASTECER
2019-3-19,Brooklin,-23.6263,-46.6878,28421,54,61,46,9,12,43,25,37,NORMAL
2019-4-13,Brooklin,-23.6263,-46.6878,28268,86,56,23,40,8,13,8,26,NORMAL
2019-10-14,Brás,-23.5451,-46.6162,73970,24,18,65,43,13,43,43,32,NORMAL
2018-8-8,Barra Funda,-23.5542,-46.6707,150056,14,18,47,32,12,34,23,30,NORMAL
2018-8-19,Barra Funda,-23.5542,-46.6707,150544,77,12,51,43,2,10,21,30,REABASTECER
2019-12-5,Brás,-23.5451,-46.6162,73642,48,19,65,28,29,29,19,22,NORMAL
2018-11-28,Barra Funda,-23.5542,-46.6707,147559,86,65,57,4,11,18,9,5,REABASTECER
2019-3-6,Barra Funda,-23.5542,-46.6707,150459,3,30,29,36,35,19,30,33,REABASTECER
2019-3-15,Barra Funda,-23.5542,-46.6707,150058,12,32,24,22,39,39,38,43,REABASTECER
2018-7-1,Campo Belo,-23.6188,-46.6823,25283,51,9,65,21,21,31,9,23,NORMAL
2019-7-27,Barra Funda,-23.5542,-46.6707,148560,33,6,21,29,19,40,36,29,REABASTECER
2018-8-6,Campo Belo,-23.6188,-46.6823,26756,39,60,16,43,17,6,13,11,NORMAL
2019-12-15,Barra Funda,-23.5542,-46.6707,147065,21,30,40,22,4,25,8,5,REABASTECER
2018-2-19,Tatuapé,-23.5402,-46.5765,68599,39,31,49,43,10,21,14,24,NORMAL
2018-3-19,Tatuapé,-23.5402,-46.5765,67372,86,54,24,18,31,24,17,21,NORMAL
2018-3-20,Tatuapé,-23.5402,-46.5765,69539,76,47,17,18,25,23,11,19,NORMAL
2019-10-23,Barra Funda,-23.5542,-46.6707,149931,49,9,39,43,17,17,38,19,REABASTECER
2019-6-14,Campo Belo,-23.6188,-46.6823,24964,86,55,25,38,20,30,40,6,REABASTECER
2019-9-9,Campo Belo,-23.6188,-46.6823,26538,54,37,28,38,29,43,43,16,NORMAL
2018-4-19,Tatuapé,-23.5402,-46.5765,68516,54,38,21,10,37,26,17,29,NORMAL
2018-3-29,Eucaliptos,-23.61,-46.6686,22592,4,49,65,17,29,39,27,30,REABASTECER
2019-8-20,Tatuapé,-23.5402,-46.5765,68345,31,29,65,38,39,15,36,31,NORMAL
2019-9-25,Tatuapé,-23.5402,-46.5765,69183,67,52,28,22,28,11,14,21,NORMAL
2018-9-5,Eucaliptos,-23.61,-46.6686,23719,86,27,34,14,29,43,12,4,NORMAL
2019-5-2,Tatuapé,-23.5402,-46.5765,67987,43,32,52,10,43,14,17,43,NORMAL
2018-12-4,Eucaliptos,-23.61,-46.6686,23517,74,32,18,9,30,37,12,20,NORMAL
2018-6-5,República,-23.5436,-46.6434,110324,49,31,6,35,28,15,11,25,NORMAL
2018-7-4,República,-23.5436,-46.6434,109961,18,34,8,40,43,8,20,39,NORMAL
2019-10-26,Tatuapé,-23.5402,-46.5765,70769,15,56,24,39,24,12,29,30,NORMAL
2018-7-27,República,-23.5436,-46.6434,107742,36,14,40,13,33,4,8,39,NORMAL
2018-5-1,República,-23.5436,-46.6434,108824,42,25,49,12,34,16,4,39,REABASTECER
2018-7-8,República,-23.5436,-46.6434,108880,67,11,49,32,27,34,4,25,REABASTECER
2019-7-27,República,-23.5436,-46.6434,110948,68,58,32,39,43,39,17,6,REABASTECER
2018-12-20,República,-23.5436,-46.6434,108914,31,44,19,7,17,19,41,17,NORMAL
2019-2-23,República,-23.5436,-46.6434,109265,33,56,61,18,14,28,16,23,NORMAL
2019-12-12,República,-23.5436,-46.6434,108926,62,30,21,41,21,32,4,40,REABASTECER
2019-8-21,República,-23.5436,-46.6434,108542,63,31,65,30,26,39,11,21,NORMAL
2019-9-16,República,-23.5436,-46.6434,107403,1,65,21,20,7,43,41,10,REABASTECER
2019-12-13,Hospital São Paulo,-23.5984,-46.6455,27771,16,65,47,34,30,26,21,2,NORMAL
2018-8-23,Higienópolis-Mackenzie,-23.5488,-46.6519,89656,6,60,47,34,7,43,11,43,REABASTECER
2018-2-5,Higienópolis-Mackenzie,-23.5488,-46.6519,90087,86,61,24,22,38,4,32,24,REABASTECER
2018-5-11,Higienópolis-Mackenzie,-23.5488,-46.6519,91453,79,43,28,43,35,37,11,24,NORMAL
2019-3-5,Higienópolis-Mackenzie,-23.5488,-46.6519,93519,42,15,28,15,27,27,40,26,NORMAL
2018-9-27,Higienópolis-Mackenzie,-23.5488,-46.6519,89731,18,51,65,10,43,10,1,35,NORMAL
2018-12-7,Paraíso,-23.57677,-46.63933,71736,54,50,28,14,6,30,34,15,REABASTECER
2018-12-1,Higienópolis-Mackenzie,-23.5488,-46.6519,90555,5,31,8,40,40,25,2,12,REABASTECER
2019-2-6,Paraíso,-23.57677,-46.63933,71955,78,27,51,43,43,27,14,37,NORMAL
2019-11-20,Higienópolis-Mackenzie,-23.5488,-46.6519,89652,47,47,65,25,29,21,7,34,NORMAL
2018-5-2,Faria Lima,-23.5675,-46.6929,52458,28,26,13,32,34,28,28,29,NORMAL
2019-12-3,Paraíso,-23.57677,-46.63933,73360,37,16,65,27,5,33,8,25,REABASTECER
2019-12-8,Paraíso,-23.57677,-46.63933,72123,76,46,27,13,29,18,28,12,NORMAL
2018-1-8,Brigadeiro,-23.5683,-46.6482,47794,15,20,10,16,16,15,15,15,NORMAL
2018-2-21,Brigadeiro,-23.5683,-46.6482,46349,26,30,45,26,27,15,9,26,NORMAL
2018-6-9,Brigadeiro,-23.5683,-46.6482,48260,86,41,39,5,18,28,12,19,REABASTECER
2019-3-18,Faria Lima,-23.5675,-46.6929,54512,15,11,26,43,17,24,43,33,NORMAL
2019-3-25,Faria Lima,-23.5675,-46.6929,54256,39,35,36,13,32,11,16,6,NORMAL
2019-7-4,Faria Lima,-23.5675,-46.6929,53668,54,44,12,18,25,37,21,33,NORMAL
2019-7-18,Faria Lima,-23.5675,-46.6929,53688,86,31,52,21,43,31,15,21,NORMAL
2018-11-15,Faria Lima,-23.5675,-46.6929,51899,76,27,28,30,43,37,16,32,NORMAL
2019-1-9,Faria Lima,-23.5675,-46.6929,54946,86,29,52,33,40,11,15,32,NORMAL
2019-3-1,Faria Lima,-23.5675,-46.6929,53570,6,54,5,17,2,43,18,43,REABASTECER
2019-6-23,Tamanduateí,-23.59290,-46.5897,52581,56,65,56,33,35,23,38,24,NORMAL
2018-8-7,São Judas,-23.6255,-46.6411,15634,63,63,24,10,41,38,31,14,NORMAL
2018-12-2,Tamanduateí,-23.59290,-46.5897,49687,66,36,48,37,21,5,28,27,REABASTECER
2018-12-5,Tamanduateí,-23.59290,-46.5897,50217,38,13,20,28,8,35,19,15,NORMAL
2018-12-30,São Judas,-23.6255,-46.6411,16753,79,30,15,22,26,29,20,23,NORMAL
2019-1-2,São Judas,-23.6255,-46.6411,15992,60,21,65,14,18,23,12,13,NORMAL
2019-1-6,São Judas,-23.6255,-46.6411,16052,25,62,40,40,43,7,38,40,NORMAL
2019-12-22,Tamanduateí,-23.59290,-46.5897,51965,31,58,43,28,26,8,21,16,NORMAL
2019-2-15,Tamanduateí,-23.59290,-46.5897,52230,31,15,47,22,43,37,37,37,NORMAL
2019-3-11,Tamanduateí,-23.59290,-46.5897,50876,36,5,65,28,24,28,18,19,NORMAL
2019-4-7,Tamanduateí,-23.59290,-46.5897,51603,20,65,1,25,14,37,43,43,REABASTECER
2019-5-19,Tamanduateí,-23.59290,-46.5897,49829,46,12,36,43,2,10,43,16,NORMAL
2018-5-8,Sé,-23.55,-46.6333,191380,69,38,51,36,25,33,13,12,NORMAL
2019-9-17,São Judas,-23.6255,-46.6411,15572,51,40,46,43,21,41,20,23,NORMAL
2019-10-2,Tamanduateí,-23.59290,-46.5897,51279,51,18,11,21,19,10,35,35,NORMAL
